,name,author,user_rating,reviews,price,year,genre,Name,Author,User Rating,Reviews,Price,Year,Genre
435,,,,,,,,The Handmaid's Tale,Margaret Atwood,4.3,29442.0,7.0,2017.0,Fiction
436,,,,,,,,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368.0,7.0,2017.0,Non Fiction
437,,,,,,,,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641.0,11.0,2017.0,Non Fiction
438,,,,,,,,The Pout-Pout Fish,Deborah Diesen,4.8,9784.0,5.0,2017.0,Fiction
439,,,,,,,,The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720.0,8.0,2017.0,Fiction
440,,,,,,,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490.0,15.0,2017.0,Non Fiction
441,,,,,,,,The Sun and Her Flowers,Rupi Kaur,4.7,5487.0,9.0,2017.0,Non Fiction
442,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,2017.0,Fiction
443,,,,,,,,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508.0,16.0,2017.0,Non Fiction
444,,,,,,,,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842.0,10.0,2017.0,Fiction
445,,,,,,,,Thirteen Reasons Why,Jay Asher,4.5,7932.0,9.0,2017.0,Fiction
446,,,,,,,,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128.0,23.0,2017.0,Non Fiction
447,,,,,,,,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360.0,21.0,2017.0,Non Fiction
448,,,,,,,,What Happened,Hillary Rodham Clinton,4.6,5492.0,18.0,2017.0,Non Fiction
449,,,,,,,,Wonder,R. J. Palacio,4.8,21625.0,9.0,2017.0,Fiction
450,,,,,,,,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331.0,8.0,2017.0,Non Fiction
451,,,,,,,,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.7,18979.0,15.0,2018.0,Non Fiction
452,,,,,,,,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,4.7,5983.0,3.0,2018.0,Non Fiction
453,,,,,,,,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,4.5,5153.0,5.0,2018.0,Fiction
454,,,,,,,,Becoming,Michelle Obama,4.8,61133.0,11.0,2018.0,Non Fiction
455,,,,,,,,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,4.3,6143.0,8.0,2018.0,Fiction
456,,,,,,,,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922.0,5.0,2018.0,Fiction
457,,,,,,,,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,4.9,5062.0,6.0,2018.0,Fiction
458,,,,,,,,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235.0,4.0,2018.0,Fiction
459,,,,,,,,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,4.9,5470.0,6.0,2018.0,Fiction
460,,,,,,,,Educated: A Memoir,Tara Westover,4.7,28729.0,15.0,2018.0,Non Fiction
461,,,,,,,,Fahrenheit 451,Ray Bradbury,4.6,10721.0,8.0,2018.0,Fiction
462,,,,,,,,Fear: Trump in the White House,Bob Woodward,4.4,6042.0,2.0,2018.0,Non Fiction
463,,,,,,,,Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,13677.0,6.0,2018.0,Non Fiction
464,,,,,,,,First 100 Words,Roger Priddy,4.7,17323.0,4.0,2018.0,Non Fiction
465,,,,,,,,Giraffes Can't Dance,Giles Andreae,4.8,14038.0,4.0,2018.0,Fiction
466,,,,,,,,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288.0,12.0,2018.0,Non Fiction
467,,,,,,,,Goodnight Moon,Margaret Wise Brown,4.8,8837.0,5.0,2018.0,Fiction
468,,,,,,,,Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,3776.0,22.0,2018.0,Non Fiction
469,,,,,,,,How to Win Friends & Influence People,Dale Carnegie,4.7,25001.0,11.0,2018.0,Non Fiction
470,,,,,,,,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396.0,13.0,2018.0,Non Fiction
471,,,,,,,,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,2507.0,8.0,2018.0,Non Fiction
472,,,,,,,,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,4.9,11881.0,13.0,2018.0,Fiction
473,,,,,,,,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.4,7550.0,6.0,2018.0,Non Fiction
474,,,,,,,,Little Fires Everywhere,Celeste Ng,4.5,25706.0,12.0,2018.0,Fiction
475,,,,,,,,Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,9867.0,16.0,2018.0,Non Fiction
476,,,,,,,,Milk and Honey,Rupi Kaur,4.7,17739.0,8.0,2018.0,Non Fiction
477,,,,,,,,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834.0,8.0,2018.0,Fiction
478,,,,,,,,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820.0,5.0,2018.0,Non Fiction
479,,,,,,,,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990.0,27.0,2018.0,Fiction
480,,,,,,,,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2018.0,Non Fiction
481,,,,,,,,Ready Player One: A Novel,Ernest Cline,4.6,22536.0,12.0,2018.0,Fiction
482,,,,,,,,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802.0,20.0,2018.0,Non Fiction
483,,,,,,,,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047.0,6.0,2018.0,Non Fiction
484,,,,,,,,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923.0,16.0,2018.0,Non Fiction
485,,,,,,,,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,2018.0,Non Fiction
486,,,,,,,,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061.0,6.0,2018.0,Non Fiction
487,,,,,,,,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,2018.0,Non Fiction
488,,,,,,,,The Hate U Give,Angie Thomas,4.8,9947.0,11.0,2018.0,Fiction
489,,,,,,,,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368.0,7.0,2018.0,Non Fiction
490,,,,,,,,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898.0,8.0,2018.0,Fiction
491,,,,,,,,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601.0,18.0,2018.0,Non Fiction
492,,,,,,,,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058.0,17.0,2018.0,Non Fiction
493,,,,,,,,The Pout-Pout Fish,Deborah Diesen,4.8,9784.0,5.0,2018.0,Fiction
494,,,,,,,,The President Is Missing: A Novel,James Patterson,4.3,10191.0,18.0,2018.0,Fiction
495,,,,,,,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490.0,15.0,2018.0,Non Fiction
496,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,2018.0,Fiction
497,,,,,,,,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842.0,10.0,2018.0,Fiction
498,,,,,,,,The Wonky Donkey,Craig Smith,4.8,30183.0,4.0,2018.0,Fiction
499,,,,,,,,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669.0,12.0,2018.0,Non Fiction
500,,,,,,,,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331.0,8.0,2018.0,Non Fiction
501,,,,,,,,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,4.8,7665.0,12.0,2019.0,Non Fiction
502,,,,,,,,Becoming,Michelle Obama,4.8,61133.0,11.0,2019.0,Non Fiction
503,,,,,,,,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344.0,5.0,2019.0,Fiction
504,,,,,,,,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,16244.0,18.0,2019.0,Non Fiction
505,,,,,,,,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,7955.0,5.0,2019.0,Non Fiction
506,,,,,,,,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235.0,4.0,2019.0,Fiction
507,,,,,,,,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,12619.0,8.0,2019.0,Fiction
508,,,,,,,,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,9089.0,8.0,2019.0,Fiction
509,,,,,,,,Educated: A Memoir,Tara Westover,4.7,28729.0,15.0,2019.0,Non Fiction
510,,,,,,,,Giraffes Can't Dance,Giles Andreae,4.8,14038.0,4.0,2019.0,Fiction
511,,,,,,,,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660.0,12.0,2019.0,Non Fiction
512,,,,,,,,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288.0,12.0,2019.0,Non Fiction
513,,,,,,,,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141.0,6.0,2019.0,Non Fiction
514,,,,,,,,Goodnight Moon,Margaret Wise Brown,4.8,8837.0,5.0,2019.0,Fiction
515,,,,,,,,Guts,Raina Telgemeier,4.8,5476.0,7.0,2019.0,Non Fiction
516,,,,,,,,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,7758.0,18.0,2019.0,Fiction
517,,,,,,,,Howard Stern Comes Again,Howard Stern,4.3,5272.0,16.0,2019.0,Non Fiction
518,,,,,,,,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737.0,7.0,2019.0,Non Fiction
519,,,,,,,,If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643.0,4.0,2019.0,Fiction
520,,,,,,,,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396.0,13.0,2019.0,Non Fiction
521,,,,,,,,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062.0,12.0,2019.0,Non Fiction
522,,,,,,,,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347.0,16.0,2019.0,Non Fiction
523,,,,,,,,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866.0,11.0,2019.0,Non Fiction
524,,,,,,,,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834.0,8.0,2019.0,Fiction
525,,,,,,,,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820.0,5.0,2019.0,Non Fiction
526,,,,,,,,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990.0,27.0,2019.0,Fiction
527,,,,,,,,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802.0,20.0,2019.0,Non Fiction
528,,,,,,,,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047.0,6.0,2019.0,Non Fiction
529,,,,,,,,Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382.0,6.0,2019.0,Fiction
530,,,,,,,,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,2019.0,Non Fiction
531,,,,,,,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361.0,12.0,2019.0,Non Fiction
532,,,,,,,,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061.0,6.0,2019.0,Non Fiction
533,,,,,,,,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,2019.0,Non Fiction
534,,,,,,,,The Guardians: A Novel,John Grisham,4.5,13609.0,14.0,2019.0,Fiction
535,,,,,,,,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641.0,11.0,2019.0,Non Fiction
536,,,,,,,,The Mueller Report,The Washington Post,4.6,2744.0,12.0,2019.0,Non Fiction
537,,,,,,,,The Silent Patient,Alex Michaelides,4.5,27536.0,14.0,2019.0,Fiction
538,,,,,,,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490.0,15.0,2019.0,Non Fiction
539,,,,,,,,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550.0,10.0,2019.0,Non Fiction
540,,,,,,,,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030.0,10.0,2019.0,Non Fiction
541,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,2019.0,Fiction
542,,,,,,,,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842.0,10.0,2019.0,Fiction
543,,,,,,,,The Wonky Donkey,Craig Smith,4.8,30183.0,4.0,2019.0,Fiction
544,,,,,,,,To Kill a Mockingbird,Harper Lee,4.8,26234.0,7.0,2019.0,Fiction
545,,,,,,,,Unfreedom of the Press,Mark R. Levin,4.9,5956.0,11.0,2019.0,Non Fiction
546,,,,,,,,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108.0,4.0,2019.0,Non Fiction
547,,,,,,,,What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170.0,13.0,2019.0,Fiction
548,,,,,,,,Where the Crawdads Sing,Delia Owens,4.8,87841.0,15.0,2019.0,Fiction
549,,,,,,,,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413.0,8.0,2019.0,Fiction
550,,,,,,,,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331.0,8.0,2019.0,Non Fiction
551,,,,,,,,A Promised Land,Barack Obama,4.9,121109.0,16.0,2020.0,Non Fiction
552,,,,,,,,American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,4.6,66795.0,14.0,2020.0,Fiction
553,,,,,,,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216.0,12.0,2020.0,Non Fiction
554,,,,,,,,Becoming,Michelle Obama,4.8,118767.0,21.0,2020.0,Non Fiction
555,,,,,,,,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969.0,5.0,2020.0,Fiction
556,,,,,,,,Burn After Writing,Sharon Jones,4.6,36689.0,7.0,2020.0,Non Fiction
557,,,,,,,,Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38318.0,15.0,2020.0,Non Fiction
558,,,,,,,,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,30145.0,5.0,2020.0,Fiction
559,,,,,,,,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,4.9,41021.0,6.0,2020.0,Fiction
560,,,,,,,,Educated: A Memoir,Tara Westover,4.7,61064.0,13.0,2020.0,Non Fiction
561,,,,,,,,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,19558.0,14.0,2020.0,Non Fiction
562,,,,,,,,Giraffes Can't Dance,Giles Andreae,4.8,27722.0,6.0,2020.0,Fiction
563,,,,,,,,Greenlights,Matthew McConaughey,4.7,52217.0,16.0,2020.0,Non Fiction
564,,,,,,,,How to Be an Antiracist,Ibram X. Kendi,4.7,24386.0,17.0,2020.0,Non Fiction
565,,,,,,,,How to Catch a Mermaid,Adam Wallace,4.8,26660.0,5.0,2020.0,Fiction
566,,,,,,,,How to Catch a Unicorn,Adam Wallace,4.8,29902.0,5.0,2020.0,Fiction
567,,,,,,,,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,19138.0,5.0,2020.0,Non Fiction
568,,,,,,,,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913.0,7.0,2020.0,Non Fiction
569,,,,,,,,I Love You to the Moon and Back,Amelia Hepworth,4.9,51188.0,4.0,2020.0,Fiction
570,,,,,,,,If Animals Kissed Good Night,Ann Whitford Paul,4.8,63659.0,4.0,2020.0,Fiction
571,,,,,,,,Little Fires Everywhere: A Novel,Celeste Ng,4.5,53363.0,10.0,2020.0,Fiction
572,,,,,,,,Live Free Or Die: America (and the World) on the Brink,Sean Hannity,4.8,23944.0,13.0,2020.0,Non Fiction
573,,,,,,,,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,4.9,24352.0,17.0,2020.0,Non Fiction
574,,,,,,,,Midnight Sun,Stephenie Meyer,4.8,79334.0,14.0,2020.0,Fiction
575,,,,,,,,Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,4.8,16097.0,19.0,2020.0,Non Fiction
576,,,,,,,,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801.0,5.0,2020.0,Non Fiction
577,,,,,,,,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,17639.0,7.0,2020.0,Non Fiction
578,,,,,,,,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182.0,8.0,2020.0,Non Fiction
579,,,,,,,,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,39234.0,10.0,2020.0,Non Fiction
580,,,,,,,,Rage,Bob Woodward,4.6,33469.0,8.0,2020.0,Non Fiction
581,,,,,,,,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501.0,6.0,2020.0,Non Fiction
582,,,,,,,,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463.0,8.0,2020.0,Non Fiction
583,,,,,,,,The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,4.7,43745.0,14.0,2020.0,Fiction
584,,,,,,,,The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,18142.0,6.0,2020.0,Non Fiction
585,,,,,,,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642.0,11.0,2020.0,Non Fiction
586,,,,,,,,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749.0,10.0,2020.0,Fiction
587,,,,,,,,The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,38674.0,7.0,2020.0,Fiction
588,,,,,,,,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798.0,8.0,2020.0,Non Fiction
589,,,,,,,,The Room Where It Happened: A White House Memoir,John Bolton,4.3,49087.0,13.0,2020.0,Non Fiction
590,,,,,,,,The Silent Patient,Alex Michaelides,4.5,102544.0,20.0,2020.0,Fiction
591,,,,,,,,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,26537.0,17.0,2020.0,Non Fiction
592,,,,,,,,The Vanishing Half: A Novel,Brit Bennett,4.4,83490.0,13.0,2020.0,Fiction
593,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,47260.0,5.0,2020.0,Fiction
594,,,,,,,,The Wonky Donkey,Craig Smith,4.8,68099.0,5.0,2020.0,Fiction
595,,,,,,,,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,100534.0,10.0,2020.0,Non Fiction
596,,,,,,,,Untamed,Glennon Doyle,4.6,49978.0,16.0,2020.0,Non Fiction
597,,,,,,,,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4.0,35772.0,12.0,2020.0,Fiction
598,,,,,,,,What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,20918.0,14.0,2020.0,Fiction
599,,,,,,,,Where the Crawdads Sing,Delia Owens,4.8,208915.0,12.0,2020.0,Fiction
600,,,,,,,,White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,38798.0,8.0,2020.0,Non Fiction
601,,,,,,,,1984,George Orwell,4.7,60381.0,7.0,2021.0,Fiction
602,,,,,,,,American Marxism,Mark R. Levin,4.9,29510.0,14.0,2021.0,Non Fiction
603,,,,,,,,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556.0,18.0,2021.0,Non Fiction
604,,,,,,,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216.0,12.0,2021.0,Non Fiction
605,,,,,,,,Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,4.9,12259.0,7.0,2021.0,Fiction
606,,,,,,,,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969.0,5.0,2021.0,Fiction
607,,,,,,,,Burn After Writing (Pink),Sharon Jones,4.6,23145.0,7.0,2021.0,Non Fiction
608,,,,,,,,Call Us What We Carry: Poems,Amanda Gorman,4.9,2873.0,14.0,2021.0,Fiction
609,,,,,,,,Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38319.0,15.0,2021.0,Non Fiction
610,,,,,,,,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8,30513.0,9.0,2021.0,Non Fiction
611,,,,,,,,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,4.9,18740.0,7.0,2021.0,Fiction
612,,,,,,,,"Dune (Dune Chronicles, Book 1)",Frank Herbert,4.7,52262.0,12.0,2021.0,Fiction
613,,,,,,,,Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,4.7,35580.0,20.0,2021.0,Fiction
614,,,,,,,,Greenlights,Matthew McConaughey,4.7,52217.0,16.0,2021.0,Non Fiction
615,,,,,,,,Grumpy Monkey,Suzanne Lang,4.8,20714.0,7.0,2021.0,Fiction
616,,,,,,,,How to Catch a Mermaid,Adam Wallace,4.8,26660.0,5.0,2021.0,Fiction
617,,,,,,,,How to Win Friends & Influence People,Dale Carnegie,4.7,61283.0,11.0,2021.0,Non Fiction
618,,,,,,,,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913.0,7.0,2021.0,Non Fiction
619,,,,,,,,I Love You to the Moon and Back,Amelia Hepworth,4.9,51188.0,4.0,2021.0,Fiction
620,,,,,,,,If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658.0,4.0,2021.0,Fiction
621,,,,,,,,It Ends with Us: A Novel (1),Colleen Hoover,4.7,76135.0,11.0,2021.0,Fiction
622,,,,,,,,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801.0,5.0,2021.0,Non Fiction
623,,,,,,,,My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6,39852.0,16.0,2021.0,Non Fiction
624,,,,,,,,"Oh, the Places You'll Go!  ",Dr. Seuss,4.9,35287.0,9.0,2021.0,Fiction
625,,,,,,,,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182.0,8.0,2021.0,Non Fiction
626,,,,,,,,Peril,Bob Woodward,4.6,16861.0,15.0,2021.0,Non Fiction
627,,,,,,,,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,4.8,25374.0,21.0,2021.0,Non Fiction
628,,,,,,,,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078.0,13.0,2021.0,Non Fiction
629,,,,,,,,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501.0,6.0,2021.0,Non Fiction
630,,,,,,,,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,4.7,11921.0,10.0,2021.0,Non Fiction
631,,,,,,,,The 48 Laws of Power,Robert Greene,4.7,38568.0,12.0,2021.0,Non Fiction
632,,,,,,,,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463.0,8.0,2021.0,Non Fiction
633,,,,,,,,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252.0,9.0,2021.0,Fiction
634,,,,,,,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642.0,11.0,2021.0,Non Fiction
635,,,,,,,,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749.0,10.0,2021.0,Fiction
636,,,,,,,,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798.0,8.0,2021.0,Non Fiction
637,,,,,,,,The Four Winds: A Novel,Kristin Hannah,4.5,96810.0,14.0,2021.0,Fiction
638,,,,,,,,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,4.9,14385.0,10.0,2021.0,Fiction
639,,,,,,,,The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903.0,14.0,2021.0,Fiction
640,,,,,,,,The Midnight Library: A Novel,Matt Haig,4.3,144313.0,13.0,2021.0,Fiction
